client_id,oof_default_probability
CC_0000F52C3717,0.2708652747014117
CC_0008C4E44BB9,0.12478700749831348
CC_000B4B1BEDF6,0.04847549762767193
CC_000D492CE7AD,0.04934204723833742
CC_000DCFA992C4,0.052661822410995165
CC_001122E39690,0.06623308963692785
CC_00117B7E053B,0.08599618921974424
CC_00135124F0C3,0.2232224935208182
CC_0016CFCF14C4,0.07649267080493882
CC_001740B14C72,0.10411139960836342
CC_001938053246,0.06941997435546192
CC_0019E3DC239C,0.0996772881816984
CC_001C3594F76E,0.32083866688493823
CC_001CE8624267,0.09337224035176005
CC_001F84E88060,0.09001308678526217
CC_00205A472499,0.09054018121858957
CC_00293A354886,0.03817059883607633
CC_002B838F0462,0.19607391203431387
CC_002C0A6A79A3,0.1623615319131059
CC_002D38C9B16D,0.2863501360898385
CC_002EC26F87BF,0.03706724009902985
CC_002FBC1547AE,0.20153364308521654
CC_00308EC6F3D4,0.10360223208839951
CC_00324544DD9F,0.42380856800689876
CC_003C4B7BE7F8,0.18852533238944597
CC_004006D91D8D,0.6921570741096138
CC_0041A03EFFB6,0.057617887708707405
CC_00428A82437E,0.2653552919808507
CC_0045073BC11F,0.3550504569191326
CC_00467B1D8D89,0.05254410907467453
CC_004713654049,0.11342938735257453
CC_00471F46B9F4,0.0957946994242381
CC_004B878F25C2,0.1146256610330183
CC_004BB26042C5,0.10651159753541517
CC_004D8E72230C,0.28025177480454644
CC_004DB3A3C70B,0.392190680223849
CC_004FD1D5A61B,0.16037516147233952
CC_004FE57C56C8,0.758157796828763
CC_005704951586,0.22303883671635952
CC_00643E369290,0.11184733218782619
CC_0066D98BB9EF,0.590854327644527
CC_00690BCC3766,0.19458828574485335
CC_006D26E11173,0.14789566520498426
CC_006F0424BA0C,0.061415048868790255
CC_0072F2F08542,0.047016987397539046
CC_00751D910DFF,0.07031207107696391
CC_00755CE7B990,0.12384302841481709
CC_007590841E7C,0.513135575471972
CC_007B612BB240,0.7330550797617338
CC_007EC791ED3A,0.3276647040573952
CC_00876B84BC7E,0.18513582170384507
CC_0088A324D676,0.07726905474830624
CC_008B5E945701,0.5372073289277038
CC_008D56B4B41A,0.047432004619152736
CC_00951B5D39A6,0.10457778927523928
CC_0099AC551369,0.07324823136595096
CC_009A2F903E8F,0.23907377622578144
CC_009F373F58EE,0.045867128819695645
CC_00A1B6A0BFE5,0.1148306748759772
CC_00A651F1CA9E,0.18610779800021268
CC_00A6C7E23295,0.3466937851453932
CC_00AA4D8EAFFF,0.550475944366689
CC_00AD510EB5AB,0.18829784308673878
CC_00B149CC3832,0.20339224927447344
CC_00B24C240296,0.5468783676651164
CC_00B2A863966B,0.16842921243195805
CC_00B6D231C4E0,0.1314487042984727
CC_00BA0D9C9769,0.587774352461827
CC_00BA4B9A3ED4,0.1239030878704026
CC_00BD978274C9,0.05355298679520422
CC_00BDFB856C9E,0.15288826587085252
CC_00BECFD0FF29,0.4367596422146205
CC_00BFC5461053,0.08095043484367477
CC_00C4D8C18438,0.09418011202133392
CC_00CA157239FF,0.42704079024509534
CC_00CA34BC997D,0.14645555539464977
CC_00CEA7AD7F1A,0.1802961714031698
CC_00D5C2A06551,0.15657930706508835
CC_00D6CDAC726A,0.2645210439661524
CC_00D856A03DBF,0.7003777354297207
CC_00D9F83C9E93,0.06742823604465173
CC_00DFC64809D6,0.11334746291302178
CC_00E0387FBC9E,0.10944419009431408
CC_00E1D1D2993D,0.24828025872557244
CC_00E6521C30BB,0.35046042320366894
CC_00E69205F24E,0.10549385925218083
CC_00E89DF054F4,0.051279940518783686
CC_00E9CC8D9EEF,0.24748445439059513
CC_00EA46DE25DD,0.7407191173447881
CC_00EE0EEB58D5,0.425898828171756
CC_00F9F67E6F05,0.043033173651690945
CC_00FA46F7366C,0.2271569080929825
CC_00FB89799652,0.17966984561247426
CC_00FFE2036AB1,0.1688846785954858
CC_00FFE77863DF,0.13840860097526173
CC_0102323406AC,0.19960509988318836
CC_0102B5DA5A15,0.11041821870214859
CC_010B09136D06,0.10523706519117584
CC_010CDC88F5F5,0.09123679383142204
CC_010D45E8285C,0.052816417819332974
CC_0113BEA391CB,0.4092801960459399
CC_01188B92EA48,0.07815075465486543
CC_011BF4A47C7C,0.10395122201669711
CC_011C317218A8,0.1282889810093873
CC_011D9EA99494,0.05754300812096182
CC_011F2346F3A2,0.5884953340646956
CC_011F409B64EA,0.16441910914036933
CC_012038AA52E3,0.10736499429182408
CC_01240BC10405,0.11193344993289975
CC_0124E7389107,0.5480844166078642
CC_0128A7811A95,0.05909991546882047
CC_012A37359DB7,0.6512462270812829
CC_012C42D7E854,0.09508096767858286
CC_012E7A7878E5,0.15003640996050016
CC_012ED63A7E6C,0.03887181310400128
CC_01349EB3649A,0.18683411552152154
CC_013536D5B9AF,0.049158648358258936
CC_0136641C69EB,0.12006192311230993
CC_01384D5CFF72,0.14206971161315773
CC_0138BB7BD8A3,0.10059146097143498
CC_01399364C26C,0.16675954092884232
CC_013AB3EC63DC,0.15258298239678064
CC_014366E64DCA,0.6704115662087916
CC_014A63C90F62,0.3354037797653491
CC_014BF9E304F3,0.5849592805129962
CC_014C89539CCB,0.742542761453
CC_014CF6A70FBF,0.04667729875777588
CC_014E1324EE80,0.09510572026080358
CC_01509F2183B8,0.11349929226612647
CC_01554CCC0460,0.12406283990479634
CC_015B291B0487,0.09211826379576535
CC_015B8DE78DB8,0.19121796705437438
CC_0161B5B24B5F,0.08858439236138646
CC_01653DC77271,0.2792044797789312
CC_01667940AC27,0.12893395372186936
CC_016B51878C16,0.30533126468059674
CC_016C33BE1E7B,0.08001924222016812
CC_016EFF422602,0.3721197585026606
CC_016FEE812B9C,0.1010774428679384
CC_01712CAA42A3,0.37700389673225365
CC_0174CAC73142,0.1549923560591904
CC_0177D857E633,0.0613592623860692
CC_017BA5C2C520,0.6259360487235524
CC_017DCE877A26,0.11865932285204857
CC_018248BA2DAA,0.19280438575706
CC_0182FB5AA05F,0.18234781759879415
CC_01882463E3CD,0.15907491425927253
CC_018CEE8FE58D,0.49001591130622224
CC_018E749907B7,0.10543900463051299
CC_018FB501A605,0.05453937009121294
CC_01908B0AA50C,0.23352132605868797
CC_0193729A77D2,0.18566323042574098
CC_01960FDF3E7F,0.1523656870530098
CC_019611B783AB,0.6547965136287196
CC_019912E3B581,0.06035186120764373
CC_019EF3051B45,0.26732796408409093
CC_019FDD770163,0.17979579106958557
CC_01A164F25668,0.164337144918915
CC_01A5CBDF8101,0.0504014330803601
CC_01A9DD94B3E3,0.11804536159829412
CC_01AA79D4600A,0.41978860384893446
CC_01ACFC758043,0.07712511524612675
CC_01B0D8601911,0.7030933732248354
CC_01B76192CFFA,0.7823732634823354
CC_01B852C90D56,0.108605353855958
CC_01BEF0C26362,0.42355705112605085
CC_01C3FF12EB8D,0.20412428617093986
CC_01C6D9F0DB8E,0.22662932007412756
CC_01C7A2731579,0.7304128561623837
CC_01C8FC78044C,0.0662756197863414
CC_01C98663A16F,0.21508583893943375
CC_01CAF0E84BBF,0.11572530514832033
CC_01CBA617AF23,0.37210984237311706
CC_01CF95E913FC,0.717732976231013
CC_01D06CCF898A,0.058066715350569245
CC_01D2B07730D0,0.13995798624033282
CC_01D3556F1812,0.3002882764919922
CC_01D4CBCDC120,0.12962878603366002
CC_01D55EDD2BE6,0.19435550803818813
CC_01D586B7E7A4,0.19654721268338546
CC_01D5A1099D98,0.2009033218018864
CC_01D8177D33B9,0.09246917378915315
CC_01D8D0BB7961,0.6483728666228485
CC_01DD43C01B80,0.1484250081275484
CC_01DFA1DF53F6,0.07296738473107772
CC_01E062ACC88B,0.41683647076841995
CC_01E2B7ED6107,0.09673418996003924
CC_01E70E8718A9,0.06510964687059694
CC_01E7623CBD0F,0.08884445754763219
CC_01EAF8DA6227,0.07300389178325588
CC_01F2091FC586,0.08139410764476865
CC_01F37D908978,0.28690683569313125
CC_01FA4C26ABEC,0.20347538941976256
CC_01FAB37C1CFB,0.22567781200359094
CC_01FD4C56F0C2,0.13338774202391018
CC_02015659F881,0.7623791513768907
CC_02074A9ADB7A,0.0530013971601904
CC_0207CA3C1DD9,0.3228940353187427
CC_020A0EB137E0,0.33114815673837306
CC_020C1AADAC9A,0.647965352837111
CC_020FC7ADC447,0.26506257495822083
CC_020FFE185ACD,0.12468348643836658
CC_02107589C479,0.14703001896705004
CC_0211D89A1ACF,0.13307253470353023
CC_021A8812B28E,0.6413139354962236
CC_021FD690E352,0.09860482149226293
CC_0220CC31D601,0.1705748278301042
CC_0222F7DAFE81,0.19656085081393346
CC_022320678E24,0.12182224393383878
CC_022F2E7052FD,0.10650976343089151
CC_02302E76108A,0.17735837473656935
CC_023033C8850F,0.6539047816512047
CC_0230E02D8543,0.09841705430031544
CC_0230E22AF075,0.1833136348865047
CC_02319698C018,0.1951466472570848
CC_023532456F37,0.38789886169909626
CC_0235BF3F4979,0.09906598873061863
CC_02368E68A086,0.14043068942902315
CC_023D65182EB2,0.05645315057462038
CC_023F59E9986C,0.16415427448783979
CC_0245F766E4AC,0.06334413107842277
CC_0246B12B0445,0.11874548858050146
CC_02474EEA5276,0.09383177418440539
CC_02496C1D5547,0.23125925895942795
CC_024993F15158,0.08331554131092525
CC_024AA098CF34,0.08216954803591367
CC_024AEE6FC78A,0.14953765390223234
CC_024BCEFEB3B1,0.3477258324104066
CC_024CB835F9F4,0.0906197441969829
CC_02514C6C01C8,0.46936327604742345
CC_02562009215E,0.061845139431023176
CC_02587B1B7CE8,0.21418063370892776
CC_025887FD1578,0.07840264090126445
CC_025936DB6339,0.0384045743801866
CC_0259F3A8C95E,0.34448471670889547
CC_025A293D644C,0.11291662432695034
CC_025B4242FDB8,0.20362938028139874
CC_026066EEC1F2,0.23943457012099975
CC_0262E6B2B495,0.07263576314950364
CC_0262EA7FA26D,0.11352893791343052
CC_02659F97FEFC,0.5056362147200313
CC_02681B7C89D0,0.15922072984337005
CC_0271C116181B,0.11603059996165295
CC_027451E393E9,0.06756234066503568
CC_0275AB744D32,0.09820212831339836
CC_02768260ECE7,0.03676281138735591
CC_0276D670D446,0.10182044829085142
CC_027AE97B5FEC,0.1761381007960084
CC_027BF65FD10E,0.19514298175373848
CC_027C4B09BB5B,0.2074748607493063
CC_0280AE6B7C38,0.3282683439062522
CC_028114715BA7,0.0772717163527128
CC_0281B228E890,0.11696103206390832
CC_0286D2BEC77E,0.25672530402419064
CC_0287EE5CC52C,0.27401634782000867
CC_02881D519DF2,0.041624423383378475
CC_02894540BAC1,0.18262701834957765
CC_029180FB750A,0.08662679512517492
CC_0292365EC65B,0.4113980486744168
CC_02947671FD03,0.18018158816109628
CC_0296AF94C10B,0.11103829781902044
CC_0296C24B02D4,0.1220771474926902
CC_0299342384D6,0.047024889442342364
CC_029CE5404DAA,0.19072961175057418
CC_02A3228A7385,0.0707402181789247
CC_02A5FA7451E6,0.05962053060438618
CC_02A83D2F80D4,0.11271030071719537
CC_02AA8B22BDA7,0.17879424832644492
CC_02AA9816DDB8,0.5830337498879726
CC_02AD5064A3B8,0.3541219695387837
CC_02AD7B165DE6,0.09861800747512128
CC_02AEA61C112D,0.2556600728689944
CC_02AEC45429A6,0.34874173163199523
CC_02AF0737E6C2,0.11653768606404594
CC_02B2580C09A0,0.11719786820967348
CC_02B4DC166F1A,0.20711917362880783
CC_02B715323970,0.4191754275564278
CC_02B7D04CEC8D,0.0445110625260096
CC_02BA95283E62,0.07052629318796816
CC_02C246720CDF,0.1607538119046877
CC_02C77F19808E,0.1471032434747231
CC_02C797F0DBF1,0.20047626127062812
CC_02C8B73713B5,0.1634115217368142
CC_02CEA459F869,0.1665537216162811
CC_02D1D4910688,0.3057782628507114
CC_02D3AADCBEDB,0.398792431536379
CC_02D3C3105294,0.15672750933078675
CC_02D6BF52CE73,0.36583156147143886
CC_02DA4A841D8D,0.16483201494829064
CC_02DB0674882C,0.5289932048268927
CC_02DC56B0F1FF,0.17254221875250408
CC_02DE5AF26FC3,0.14379503114824804
CC_02E031636EA7,0.22134649132517886
CC_02E10C2E326D,0.11851145365788221
CC_02E16348D168,0.12085392753183774
CC_02E19D1815C5,0.22375020719387312
CC_02E3FC4D96BE,0.3062002341447184
CC_02E430E9A0A6,0.08659479948358648
CC_02E727F44272,0.2646543846623425
CC_02EB27BA7EAF,0.09363166121442736
CC_02EE7191F8A4,0.04486289027765196
CC_02EF6EC394BA,0.1271040618193985
CC_02F01C560625,0.12054012955462153
CC_02F30271E181,0.16533174236564507
CC_02F53D236C9E,0.3270150730744242
CC_02F9190FC89B,0.16150720924106235
CC_02FABE323494,0.0674714888309627
CC_02FCACC905E9,0.4298929975975113
CC_0309C207972A,0.06938465504718813
CC_030AD899DD76,0.5131708314024307
CC_030D66374B55,0.4394323922975876
CC_030FE886131E,0.22108161563231885
CC_03151B53E6C6,0.27385112192212746
CC_031970F39493,0.08695562740954184
CC_0320752EA53A,0.18495294665693568
CC_0321DDF445E0,0.17225108970848851
CC_03293D1B04FB,0.1943940633588858
CC_03294B02C6E9,0.14572714344381105
CC_032C779665AB,0.7540425541733319
CC_032E5EE8677F,0.28581722757136274
CC_033241817650,0.1802999033006298
CC_0337B4E71D3F,0.13593488116129523
CC_0338A96A192A,0.2295203125533957
CC_033BD5351D7A,0.052348561920509074
CC_034646F5D544,0.039511068854076875
CC_0346B15D9469,0.2583920661619182
CC_034A339BCCEC,0.06311331067067555
CC_034B468EBB60,0.4423763680711338
CC_034DD9A722C5,0.3089512606088641
CC_034F4EFA8BFE,0.05205714992851359
CC_03504F5AB86F,0.202701781736124
CC_0354B18976C9,0.19462484023348767
CC_03562F93D8E3,0.039497456895461594
CC_035671ED0A7B,0.060320553795746946
CC_0358C2C1A932,0.1785350030920176
CC_035D3588EC56,0.05885265226838347
CC_035DA41191B3,0.07564476898010335
CC_036016D7257B,0.1213086626176949
CC_036166CC06C4,0.23574735615638048
CC_0364EA926244,0.04574350758732113
CC_0366D5696D16,0.1496352949924969
CC_03676027229F,0.6449577902634714
CC_036880C0DE52,0.16615971198099105
CC_036A6CE616AD,0.6986827284350453
CC_036EA4EE572C,0.18227345441152137
CC_03710E581CCE,0.1338844726868488
CC_0374D1351569,0.2703373087482341
CC_0374F561CAE3,0.08151574170103543
CC_037761AB3613,0.051306629226300235
CC_03790BE11F72,0.11344331025917295
CC_037B81675DBB,0.09242119288127215
CC_037FB1C3E15D,0.730098590776022
